feature,importance
3663,0.0006256104
3093,0.00062471314
1246,0.0006243375
0042,0.00062351517
0078,0.0006235062
0951,0.00062342454
1065,0.00062316353
0834,0.00062302523
1790,0.0006229529
1216,0.0006224384
4322,0.0006217738
2424,0.00062068424
4100,0.0006203838
2129,0.0006193425
0838,0.0006186698
2187,0.0006183427
0515,0.00061824033
1709,0.0006181375
2451,0.0006172506
0608,0.00061671546
2169,0.00061644264
0965,0.0006150691
1802,0.00061503024
0099,0.00061404443
0001,0.0006136887
2328,0.00061366626
3342,0.0006127156
4196,0.00061242597
1624,0.0006114229
3805,0.0006101475
0926,0.00060979434
3303,0.000608094
0723,0.000606423
0359,0.0006062861
2018,0.00060569536
0991,0.0006042921
2516,0.0006039058
0444,0.00060295354
0279,0.0006023254
1283,0.00060225895
0006,0.00060151075
2594,0.00060115254
2456,0.0006009323
2929,0.00060064555
2771,0.0006006279
0201,0.000600442
1770,0.0006002762
0004,0.0005994827
2475,0.00059908035
4624,0.00059844524
0379,0.000597991
0579,0.0005961645
1950,0.00059431064
0540,0.0005939546
0119,0.0005915838
0731,0.0005912437
0300,0.0005908739
2917,0.0005905292
0097,0.00058986794
1356,0.000589325
0067,0.00058887724
4126,0.00058877986
0121,0.0005887246
1998,0.000588326
0690,0.0005881959
0179,0.00058764947
0545,0.00058727514
0928,0.0005859522
1310,0.0005858803
0036,0.0005855823
0239,0.0005855785
1555,0.00058519637
0163,0.00058474246
0048,0.00058447017
0069,0.0005840462
0423,0.0005838241
0071,0.0005833128
2457,0.0005824214
1942,0.0005820606
1286,0.00058131653
0306,0.00058000354
0854,0.0005783185
0138,0.0005780826
0127,0.0005777809
1609,0.0005759567
0081,0.00057307025
0018,0.0005727837
3012,0.00057234283
2908,0.0005713164
2504,0.00057000475
1738,0.0005682826
0062,0.0005682693
0144,0.0005680937
1000,0.00056765875
0089,0.0005674537
1022,0.00056686124
3095,0.00056604296
0267,0.00056484353
3731,0.00056476623
0392,0.0005638136
0065,0.0005631277
1036,0.0005617976
0007,0.00056153274
0200,0.00056093116
0166,0.00056078046
0193,0.0005595663
0408,0.000559072
0027,0.00055827515
0350,0.00055746874
0415,0.0005553661
0749,0.00055459613
0802,0.0005545442
0109,0.0005525905
0824,0.00055234093
0082,0.00055194146
0147,0.0005504567
1094,0.0005493351
1817,0.0005488672
0158,0.0005453262
0366,0.0005450956
1542,0.00054190535
0039,0.0005417883
2760,0.00054138305
0123,0.0005408512
4756,0.00054028706
3044,0.00054022105
0020,0.00054000935
0551,0.00053780683
0169,0.0005375139
0263,0.0005362059
0028,0.00053536956
0371,0.00053536013
0137,0.00053428474
0290,0.0005336062
0145,0.0005327158
0203,0.0005298705
0606,0.0005285113
0185,0.00052827474
1348,0.00052740163
0265,0.00052710506
0168,0.00052348635
1328,0.00052329083
0230,0.00052304164
0112,0.00052235206
3529,0.0005222568
1272,0.0005219554
0227,0.00052174396
0244,0.00052038446
0070,0.00051463034
0534,0.0005120133
0273,0.0005106075
0108,0.0005103409
0125,0.0005092858
0191,0.0005089812
0483,0.0005079742
0092,0.0005050651
1061,0.0005047005
0932,0.0005035263
3965,0.000503354
0057,0.00050202204
0420,0.0005007874
1564,0.00050008576
0269,0.00049927464
0602,0.0004964177
0178,0.00049414195
0196,0.0004912884
0278,0.0004908607
0094,0.0004903479
0055,0.00048962515
0131,0.00048801568
0208,0.0004878123
0141,0.00048687644
0294,0.00048595987
0217,0.00048269753
0012,0.00048091827
0023,0.00048037368
0025,0.0004801146
0541,0.00047836357
0331,0.0004749396
0110,0.00047274784
0370,0.00047170767
0288,0.00047096267
0344,0.0004704938
0056,0.00046698592
0190,0.0004665115
0297,0.00046462778
0068,0.00046455945
0318,0.00046417842
1936,0.00046369812
0126,0.00046015135
0505,0.00045893673
0457,0.00045785267
0462,0.00045761687
0003,0.0004575081
2672,0.0004550136
0053,0.0004512141
0303,0.00044995034
0425,0.00044902222
0128,0.00044716595
0913,0.00044614254
0021,0.0004457814
0287,0.0004438626
0010,0.00044334398
0378,0.0004400829
0226,0.00043740665
0342,0.00043561327
0060,0.0004348166
0040,0.00042813184
0102,0.0004266482
0013,0.00042638116
0180,0.00042229085
0005,0.00042006117
0199,0.00041814032
0220,0.0004153718
0014,0.0004139113
0615,0.00041196484
0609,0.00040974581
0017,0.00040912305
0011,0.00040703538
0133,0.0004068362
0160,0.00040655636
0026,0.00040650967
0143,0.00040552253
0319,0.0004049336
0009,0.00040108996
0360,0.00040059324
0181,0.00040044793
2553,0.00039964868
0024,0.00039914364
0156,0.00039617895
0142,0.0003938057
0693,0.00039248442
0134,0.0003922259
0852,0.00039055492
0469,0.0003887917
0442,0.00038866766
0052,0.0003866374
0219,0.00038321852
0002,0.00038043942
0257,0.0003720495
1046,0.00037085495
1085,0.00037067925
0117,0.00037023044
0214,0.00036851014
0301,0.00036504888
0029,0.0003649328
0400,0.0003621532
0594,0.00035239782
3274,0.00035032857
0771,0.00035000793
0175,0.00034982496
0153,0.0003488364
0386,0.00034618436
0120,0.00034477172
0899,0.00033899624
0447,0.0003355148
0221,0.00033141836
0293,0.000329885
0538,0.00032066053
0783,0.0003140568
0374,0.00031073779
0066,0.0003095423
0522,0.0003070487
0478,0.00030595105
0524,0.00030223402
0225,0.0002934507
1253,0.00029079223
0530,0.00029003233
0729,0.00028263204
0403,0.00027724748
0577,0.0002626982
0866,0.0002608219
0313,0.00025816204
0691,0.00025393176
0154,0.0002535889
0223,0.00024247468
0251,0.00023470602
0161,0.0002299536
0189,0.00022182042
3703,0.0
3702,0.0
3701,0.0
3700,0.0
3713,0.0
3699,0.0
3698,0.0
3697,0.0
3714,0.0
3696,0.0
3715,0.0
3695,0.0
3694,0.0
3693,0.0
3692,0.0
3691,0.0
3716,0.0
3717,0.0
3724,0.0
3723,0.0
3722,0.0
3720,0.0
3718,0.0
3704,0.0
3666,0.0
3665,0.0
3664,0.0
3662,0.0
3661,0.0
3660,0.0
3659,0.0
3658,0.0
3657,0.0
3656,0.0
3690,0.0
3688,0.0
3687,0.0
3674,0.0
3685,0.0
3684,0.0
3683,0.0
3682,0.0
3681,0.0
3680,0.0
3679,0.0
3678,0.0
3677,0.0
3676,0.0
3675,0.0
3712,0.0
3706,0.0
3705,0.0
3686,0.0
3742,0.0
3741,0.0
3740,0.0
3739,0.0
3738,0.0
3736,0.0
3735,0.0
3771,0.0
3769,0.0
3768,0.0
3767,0.0
3766,0.0
3765,0.0
3764,0.0
3709,0.0
3762,0.0
3761,0.0
3760,0.0
3759,0.0
3757,0.0
3756,0.0
3755,0.0
3754,0.0
3787,0.0
3786,0.0
3785,0.0
3784,0.0
3783,0.0
3782,0.0
3763,0.0
3711,0.0
3710,0.0
3667,0.0
3708,0.0
3707,0.0
3734,0.0
3733,0.0
3732,0.0
3730,0.0
0353,0.0
0352,0.0
0349,0.0
0346,0.0
0345,0.0
3744,0.0
0339,0.0
3729,0.0
3728,0.0
3727,0.0
3726,0.0
3725,0.0
3753,0.0
3752,0.0
3751,0.0
3750,0.0
3749,0.0
3748,0.0
3747,0.0
3745,0.0
0343,0.0
3567,0.0
3566,0.0
3565,0.0
3564,0.0
3563,0.0
3595,0.0
3594,0.0
3593,0.0
3591,0.0
3590,0.0
3589,0.0
3588,0.0
3587,0.0
3586,0.0
3668,0.0
3584,0.0
3583,0.0
3582,0.0
3581,0.0
3580,0.0
3579,0.0
3611,0.0
3610,0.0
3609,0.0
3608,0.0
3607,0.0
3606,0.0
3605,0.0
3604,0.0
3585,0.0
3533,0.0
3532,0.0
3531,0.0
3530,0.0
3562,0.0
3561,0.0
3560,0.0
3559,0.0
3558,0.0
3557,0.0
3556,0.0
3554,0.0
3553,0.0
3552,0.0
3568,0.0
3550,0.0
3549,0.0
3548,0.0
3546,0.0
3545,0.0
3578,0.0
3577,0.0
3576,0.0
3575,0.0
3574,0.0
3573,0.0
3572,0.0
3571,0.0
3570,0.0
3569,0.0
3551,0.0
3637,0.0
3636,0.0
3635,0.0
3634,0.0
3633,0.0
3632,0.0
3630,0.0
3628,0.0
3655,0.0
3654,0.0
3653,0.0
3652,0.0
3651,0.0
3650,0.0
3603,0.0
0364,0.0
0361,0.0
0358,0.0
0356,0.0
0354,0.0
3649,0.0
3648,0.0
3647,0.0
3646,0.0
3673,0.0
3672,0.0
3671,0.0
3669,0.0
3781,0.0
0367,0.0
3602,0.0
3601,0.0
3600,0.0
3599,0.0
3598,0.0
3597,0.0
3596,0.0
3627,0.0
3626,0.0
3625,0.0
3624,0.0
3623,0.0
3622,0.0
3621,0.0
3638,0.0
3619,0.0
3618,0.0
3617,0.0
3616,0.0
3615,0.0
3614,0.0
3613,0.0
3612,0.0
3645,0.0
3644,0.0
3643,0.0
3642,0.0
3641,0.0
3640,0.0
3639,0.0
3620,0.0
3916,0.0
3915,0.0
3947,0.0
3946,0.0
3944,0.0
3943,0.0
3942,0.0
3941,0.0
3940,0.0
3939,0.0
3938,0.0
3937,0.0
3936,0.0
3935,0.0
3778,0.0
3933,0.0
3932,0.0
3931,0.0
3957,0.0
3956,0.0
3955,0.0
3954,0.0
0289,0.0
0285,0.0
0283,0.0
0281,0.0
0277,0.0
0276,0.0
3953,0.0
3934,0.0
3914,0.0
3913,0.0
3912,0.0
3911,0.0
3910,0.0
3909,0.0
3908,0.0
3907,0.0
3906,0.0
3905,0.0
3904,0.0
3903,0.0
3902,0.0
3901,0.0
3917,0.0
3899,0.0
3930,0.0
3929,0.0
3928,0.0
3927,0.0
3926,0.0
3925,0.0
3924,0.0
3923,0.0
3922,0.0
3921,0.0
3920,0.0
3919,0.0
3918,0.0
3900,0.0
3982,0.0
3981,0.0
3980,0.0
3979,0.0
3978,0.0
3977,0.0
4008,0.0
4007,0.0
4006,0.0
4005,0.0
4004,0.0
4003,0.0
4002,0.0
4001,0.0
3952,0.0
3999,0.0
3998,0.0
3997,0.0
3996,0.0
3995,0.0
3994,0.0
3993,0.0
4024,0.0
4023,0.0
4022,0.0
4021,0.0
4020,0.0
4019,0.0
4018,0.0
4000,0.0
3951,0.0
3950,0.0
3949,0.0
3948,0.0
3976,0.0
3975,0.0
3974,0.0
3973,0.0
3972,0.0
3971,0.0
3970,0.0
3969,0.0
3967,0.0
3966,0.0
3983,0.0
3963,0.0
3962,0.0
3961,0.0
3959,0.0
3958,0.0
3992,0.0
3991,0.0
3990,0.0
3989,0.0
3988,0.0
3987,0.0
3986,0.0
3985,0.0
3984,0.0
3964,0.0
3812,0.0
3811,0.0
